,Kindom,Phylum,Class,Order,Family,Genus,Species
FDZ064.GR0.2.dereplicated_genomes.bin.69,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,,
FDZ064.GR0.2.dereplicated_genomes.bin.85,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,,
FDZ064.GR0.2.dereplicated_genomes.bin.86,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ064.GR12.14.dereplicated_genomes.bin.16,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,UBA2163,
FDZ064.GR12.14.dereplicated_genomes.bin.23,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,,
FDZ064.GR12.14.dereplicated_genomes.bin.29,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ064.GR12.14.dereplicated_genomes.bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,,
FDZ064.GR12.14.dereplicated_genomes.bin.84,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
FDZ064.GR12.14.dereplicated_genomes.bin.96,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ064.GR16.18.dereplicated_genomes.bin.25,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,UBA2126,
FDZ064.RRG10.12.dereplicated_genomes.bin.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,,
FDZ064.RRG4.6.dereplicated_genomes.bin.111,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,,
FDZ064.RRG4.6.dereplicated_genomes.bin.46,Bacteria,Armatimonadota,SYMT01,SYMT01,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.101,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.104,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.105,Bacteria,Planctomycetota,SZUA-567,SZUA-567,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.106,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ064.RRG6.8.dereplicated_genomes.bin.107,Bacteria,Planctomycetota,Brocadiae,Brocadiales,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.13,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,
FDZ064.RRG6.8.dereplicated_genomes.bin.137,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,
FDZ064.RRG6.8.dereplicated_genomes.bin.139,Bacteria,UBA8248,UBA8248,UBA8248,UBA8248,UBA8248,
FDZ064.RRG6.8.dereplicated_genomes.bin.151,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.165,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ064.RRG6.8.dereplicated_genomes.bin.28,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,,
FDZ064.RRG6.8.dereplicated_genomes.bin.3,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ064.RRG6.8.dereplicated_genomes.bin.30,Bacteria,Elusimicrobiota,Elusimicrobia,,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.44,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.48,Bacteria,Planctomycetota,,,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.5,Bacteria,SAR324,SAR324,SAR324,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.52,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.85,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ064.RRG6.8.dereplicated_genomes.bin.88,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ064.RRG6.8.dereplicated_genomes.bin.9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAAUQL01,
FDZ064.RRG8.10.dereplicated_genomes.bin.40,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,GCA-002790365,
FDZ064.RWG12.14.dereplicated_genomes.bin.21,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ064.RWG12.14.dereplicated_genomes.bin.30,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ064.RWG12.14.dereplicated_genomes.bin.40,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ064.RWG20.22.dereplicated_genomes.bin.30,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ064.RWG20.22.dereplicated_genomes.bin.39,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ064.RWG20.22.dereplicated_genomes.bin.46,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ064.RWG20.22.dereplicated_genomes.bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ064.YGR10.12.dereplicated_genomes.bin.106,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,GCA-002770795,,
FDZ064.YGR10.12.dereplicated_genomes.bin.18,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA1565,UBA1565,
FDZ064.YGR10.12.dereplicated_genomes.bin.36,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP154,GCA-2400975,
FDZ064.YGR10.12.dereplicated_genomes.bin.74,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,UBA2337,,
FDZ064.YGR10.12.dereplicated_genomes.bin.91,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ064.YGR10.12.dereplicated_genomes.bin.94,Bacteria,Myxococcota,Myxococcia,,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.101,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.119,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,,
FDZ064.YGR8.10.dereplicated_genomes.bin.123,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ064.YGR8.10.dereplicated_genomes.bin.129,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitromaritima,
FDZ064.YGR8.10.dereplicated_genomes.bin.147,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.162,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.164,Bacteria,Elusimicrobiota,Elusimicrobia,F11,F11,,
FDZ064.YGR8.10.dereplicated_genomes.bin.27,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,PRS1,
FDZ064.YGR8.10.dereplicated_genomes.bin.30,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.40,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2163,UBA2163,
FDZ064.YGR8.10.dereplicated_genomes.bin.72,Bacteria,,,,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.88,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ064.YGR8.10.dereplicated_genomes.bin.95,Bacteria,Poribacteria,WGA-4E,GCA-2687025,GCA-2687025,,
FDZ066.BUG0.2.dereplicated_genomes.bin.12,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
FDZ066.BUG0.2.dereplicated_genomes.bin.36,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ066.BUG0.2.dereplicated_genomes.bin.40,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ066.BUG2.4.dereplicated_genomes.bin.17,Bacteria,Elusimicrobiota,Elusimicrobia,2-02-FULL-39-32,2-02-FULL-39-32,,
FDZ066.BUG2.4.dereplicated_genomes.bin.27,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,UBA10102,,
FDZ066.BUG2.4.dereplicated_genomes.bin.28,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ066.BUG2.4.dereplicated_genomes.bin.50,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ066.BUG2.4.dereplicated_genomes.bin.72,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ066.BUG32.34.dereplicated_genomes.bin.122,Bacteria,SAR324,SAR324,SAR324,,,
FDZ066.BUG32.34.dereplicated_genomes.bin.126,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ066.BUG32.34.dereplicated_genomes.bin.45,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ066.BawG2.4.dereplicated_genomes.bin.23,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,
FDZ066.YBuR0.2.dereplicated_genomes.bin.103,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,SZUA-232,,
FDZ066.YBuR0.2.dereplicated_genomes.bin.108,Bacteria,Patescibacteria,Gracilibacteria,,,,
FDZ066.YBuR10.12.dereplicated_genomes.bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,
FDZ066.YBuR10.12.dereplicated_genomes.bin.5,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,,
FDZ066.YBuR10.12.dereplicated_genomes.bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,
FDZ066.YBuR2.4.dereplicated_genomes.bin.10,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ066.YBuR2.4.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
FDZ066.YBuR2.4.dereplicated_genomes.bin.33,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,,
FDZ066.YBuR2.4.dereplicated_genomes.bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,,
FDZ066.YBuR2.4.dereplicated_genomes.bin.79,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ066.YBuR2.4.dereplicated_genomes.bin.80,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ066.YBuR4.6.dereplicated_genomes.bin.41,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,,,
FDZ066.YBuR4.6.dereplicated_genomes.bin.93,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
FDZ066.ww0.2.dereplicated_genomes.bin.38,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,,
FDZ066.ww12.14.dereplicated_genomes.bin.14,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ066.ww12.14.dereplicated_genomes.bin.2,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ066.ww12.14.dereplicated_genomes.bin.29,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,,
FDZ066.ww12.14.dereplicated_genomes.bin.70,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ066.ww12.14.dereplicated_genomes.bin.72,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ066.ww12.14.dereplicated_genomes.bin.77,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,,
FDZ066.ww2.4.dereplicated_genomes.bin.42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
FDZ066.ww2.4.dereplicated_genomes.bin.47,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Simkaniaceae,,
FDZ066.ww8.10.dereplicated_genomes.bin.20,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,SCKK01,,
FDZ066.ww8.10.dereplicated_genomes.bin.25,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ069.BaYG_BaYR12.14.dereplicated_genomes.bin.24,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ069.BaYG_BaYR12.14.dereplicated_genomes.bin.32,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ069.BaYG_BaYR6.8.dereplicated_genomes.bin.31,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,,,
FDZ069.BaYG_BaYR6.8.dereplicated_genomes.bin.55,Bacteria,SAR324,SAR324,SAR324,,,
FDZ069.BaYG_BaYR8.10.dereplicated_genomes.bin.17,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ069.BaYG_BaYR8.10.dereplicated_genomes.bin.5,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ069.GBeBe10.12.dereplicated_genomes.bin.45,Bacteria,Marinisomatota,,,,,
FDZ069.GBeBe14.16.dereplicated_genomes.bin.41,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,SZUA-217,
FDZ069.GBeBe18.20.dereplicated_genomes.bin.2,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ069.GBeBe28.30.dereplicated_genomes.bin.34,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ069.GBeBe8.10.dereplicated_genomes.bin.44,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ069.GRR10.12.dereplicated_genomes.bin.26,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ069.GRR10.12.dereplicated_genomes.bin.27,Bacteria,Acidobacteriota,UBA890,UBA890,,,
FDZ069.GRR10.12.dereplicated_genomes.bin.40,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ069.GRR10.12.dereplicated_genomes.bin.60,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,UBA6623,,
FDZ069.GRR10.12.dereplicated_genomes.bin.74,Bacteria,Elusimicrobiota,Elusimicrobia,UBA1565,UBA9628,,
FDZ069.GRR10.12.dereplicated_genomes.bin.87,Bacteria,Patescibacteria,Paceibacteria,Spechtbacterales,H02-43-30,,
FDZ069.GRR10.12.dereplicated_genomes.bin.91,Bacteria,Omnitrophota,Omnitrophia,Omnitrophales,01-FULL-45-10b,,
FDZ069.GRR14.16.dereplicated_genomes.bin.36,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ069.GRR16.18.dereplicated_genomes.bin.5,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ069.GRR22.24.dereplicated_genomes.bin.27,Bacteria,SAR324,SAR324,SAR324,,,
FDZ069.GRR4.6.dereplicated_genomes.bin.50,Bacteria,Latescibacterota,UBA2968,UBA2968,UBA2968,,
FDZ069.R30.2.dereplicated_genomes.bin.14,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ069.R30.2.dereplicated_genomes.bin.152,Bacteria,Elusimicrobiota,Elusimicrobia,F11,,,
FDZ069.R30.2.dereplicated_genomes.bin.37,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ069.R30.2.dereplicated_genomes.bin.48,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ069.R30.2.dereplicated_genomes.bin.98,Bacteria,Acidobacteriota,Vicinamibacteria,Bin61,,,
FDZ069.R36.8.dereplicated_genomes.bin.16,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ069.R36.8.dereplicated_genomes.bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ069.R36.8.dereplicated_genomes.bin.27,Bacteria,Acidobacteriota,,,,,
FDZ069.R36.8.dereplicated_genomes.bin.44,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ069.R36.8.dereplicated_genomes.bin.84,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ069.R38.10.dereplicated_genomes.bin.111,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
FDZ069.R38.10.dereplicated_genomes.bin.37,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ069.RBkY18.20.dereplicated_genomes.bin.27,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ069.RBkY6.8.dereplicated_genomes.bin.15,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ069.RGG2.4.dereplicated_genomes.bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6522,UBA6522,,
FDZ069.RGG4.6.dereplicated_genomes.bin.21,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ069.RGG4.6.dereplicated_genomes.bin.30,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,,,
FDZ069.RGG4.6.dereplicated_genomes.bin.40,Bacteria,Planctomycetota,,,,,
FDZ069.RGG4.6.dereplicated_genomes.bin.70,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,
FDZ069.RGG4.6.dereplicated_genomes.bin.89,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,
FDZ069.RGG6.8.dereplicated_genomes.bin.3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,,
FDZ069.RGG8.10.dereplicated_genomes.bin.2,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ069.RGY2.4.dereplicated_genomes.bin.8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,
FDZ069.RGY20.22.dereplicated_genomes.bin.6,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ069.RGY24.26.dereplicated_genomes.bin.5,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ069.RGY4.6.dereplicated_genomes.bin.17,Bacteria,SAR324,SAR324,SAR324,,,
FDZ069.RGY4.6.dereplicated_genomes.bin.28,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ069.WuWW14.16.dereplicated_genomes.bin.38,Bacteria,SAR324,SAR324,SAR324,,,
FDZ069.WuWW16.18.dereplicated_genomes.bin.4,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ069.WuWW4.6.dereplicated_genomes.bin.5,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,,
FDZ069.WuWW4.6.dereplicated_genomes.bin.63,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SZUA-117,
FDZ069.WuWuWu0.2.dereplicated_genomes.bin.15,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,,,
FDZ069.WuWuWu10.12.dereplicated_genomes.bin.50,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ069.WuWuWu14.16.dereplicated_genomes.bin.105,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ069.WuWuWu14.16.dereplicated_genomes.bin.3,Bacteria,Patescibacteria,ABY1,UBA10025,JAHIVO01,,
FDZ069.WuWuWu14.16.dereplicated_genomes.bin.67,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ069.WuWuWu14.16.dereplicated_genomes.bin.89,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ069.WuWuWu14.16.dereplicated_genomes.bin.95,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ069.WuWuWu16.18.dereplicated_genomes.bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
FDZ069.WuWuWu16.18.dereplicated_genomes.bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
FDZ069.WuWuWu16.18.dereplicated_genomes.bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
FDZ069.WuWuWu2.4.dereplicated_genomes.bin.37,Bacteria,Planctomycetota,SZUA-567,SZUA-567,,,
FDZ069.WuWuWu2.4.dereplicated_genomes.bin.58,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,Peribacteraceae,,
FDZ069.WuWuWu2.4.dereplicated_genomes.bin.69,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,,,
FDZ069.WuWuWu6.8.dereplicated_genomes.bin.23,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ070.GBeBe0.2.dereplicated_genomes.bin.11,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ070.GBeBe12.14.dereplicated_genomes.bin.5,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.105,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.115,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.129,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.139,Bacteria,Planctomycetota,SZUA-567,,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.167,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.170,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.21,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.23,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.24,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.31,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.32,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.38,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.4,Bacteria,Planctomycetota,,,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.53,Bacteria,4484-113,4484-113,4484-113,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.65,Bacteria,Patescibacteria,ABY1,UBA2169,UBA2169,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.67,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.73,Bacteria,Verrucomicrobiota,Kiritimatiellae,,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.81,Bacteria,SAR324,SAR324,SAR324,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.89,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ070.GBeBe16.18.dereplicated_genomes.bin.99,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,,,
FDZ070.GBeBe2.4.dereplicated_genomes.bin.4,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ070.GBeBe22.24.dereplicated_genomes.bin.7,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ070.GBeBe24.26.dereplicated_genomes.bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
FDZ070.GBeBe24.26.dereplicated_genomes.bin.24,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GCA-2721545,
FDZ070.GBeBe24.26.dereplicated_genomes.bin.50,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ070.GBeBe26.28.dereplicated_genomes.bin.8,Bacteria,Patescibacteria,Gracilibacteria,Peribacterales,,,
FDZ070.GBeBe32.34.dereplicated_genomes.bin.19,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ070.GBeBe32.34.dereplicated_genomes.bin.24,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ070.GBeBe32.34.dereplicated_genomes.bin.38,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ070.GBkY0.2.dereplicated_genomes.bin.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ070.GBkY0.2.dereplicated_genomes.bin.101,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
FDZ070.GBkY0.2.dereplicated_genomes.bin.31,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ070.GBkY10.12.dereplicated_genomes.bin.102,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ070.GBkY10.12.dereplicated_genomes.bin.134,Bacteria,,,,,,
FDZ070.GBkY10.12.dereplicated_genomes.bin.149,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ070.GBkY10.12.dereplicated_genomes.bin.82,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ070.GBkY12.14.dereplicated_genomes.bin.23,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.10,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.19,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.27,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.42,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.48,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.69,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,,,
FDZ070.GBkY14.16.dereplicated_genomes.bin.83,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
